"RELAÇÃO DAS ESCOLAS ESTADUAIS (ESTABELECIMENTOS DE ENSINO), ENDEREÇO E E-MAIL",,,,,,,,3569
Municipio,UREGI,SRE,ESTABELECIMENTO DE ENSINO,E-MAIL (INSTITUCIONAL),SITUAÇÃO MAPA (X -> ENVIADO & VAZIO -> NÃO ENVIADO),DATA DE ACUSAÇÃO DE RECEBIMENTO,DATA DE ENVIO DO MAPA PARA AS ESCOLAS,2662
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSORA JOANA CUNHA,escola.69981@educacao.mg.gov.br,x,26/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE VIEIRA MARQUES,escola.69990@educacao.mg.gov.br,x,26/05/2022,25/05/2022,
SÃO BENTO ABADE,LAVRAS,SRE VARGINHA,EE PROFESSORA ALDA DE MOURA CARVALHO,escola.174017@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
SÃO BRÁS DO SUAÇUÍ,SÃO JOÃO DEL REI,SRE CONSELHEIRO LAFAIETE,EE DESEMBARGADOR APRÍGIO RIBEIRO DE OLIVEIRA,escola.194425@educacao.mg.gov.br,X,20/05/2022,20/05/2022,
SÃO DOMINGOS DAS DORES,IPATINGA,SRE CARATINGA,EE ALAIDE DORNELAS NEPOMUCENO,escola.20656@educacao.mg.gov.br,x,18/05/2022,18/05/2022,
SÃO DOMINGOS DO PRATA,PONTE NOVA,SRE NOVA ERA,EE CORONEL FRANCISCO ROLLA,escola.103845@educacao.mg.gov.br,x,27/05/2022,,
SÃO DOMINGOS DO PRATA,PONTE NOVA,SRE NOVA ERA,EE CORONEL JOSÉ GOMES DE ARAÚJO,escola.103900@educacao.mg.gov.br,x,27/05/2022,,
SÃO DOMINGOS DO PRATA,PONTE NOVA,SRE NOVA ERA,EE CRISTIANO MACHADO,escola.103969@educacao.mg.gov.br,x,27/05/2022,,
SÃO DOMINGOS DO PRATA,PONTE NOVA,SRE NOVA ERA,EE MARQUES AFONSO,escola.103888@educacao.mg.gov.br,x,,27/05/2022,
SÃO DOMINGOS DO PRATA,PONTE NOVA,SRE NOVA ERA,EE VICENTE DE PAULA FRAGA,escola.103993@educacao.mg.gov.br,x,26/05/2022,,
SÃO FÉLIX DE MINAS,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE FREI JORGE,escola.44628@educacao.mg.gov.br,x,,,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE ADÃO VIEIRA DA ROCHA,escola.63185@educacao.mg.gov.br,x,10/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE ADEMAR CANGUSSU,escola.63347@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE BARREIRA DOS ÍNDIOS,escola.63355@educacao.mg.gov.br,x,10/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE BRASILIANO BRAZ,escola.240222@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE CLEMÊNCIA RODRIGUES,escola.63223@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE COELHO NETO,escola.63070@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE DA FAZENDA PASSAGEM FUNDA,escola.239411@educacao.mg.gov.br,x,30/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE DONA ALICE MENDONÇA,escola.63096@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE DOUTOR TARCÍSIO GENEROSO,escola.63100@educacao.mg.gov.br,x,09/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE ELPÍDIO FONSECA,escola.63312@educacao.mg.gov.br,x,28/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE EPAMINONDAS LEITE,escola.253588@educacao.mg.gov.br,x,29/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE EVERARDO GONÇALVES BOTELHO,escola.239313@educacao.mg.gov.br,x,10/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE JACINTO DE MAGALHÃES,escola.63126@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE JOAQUIM VIEIRA DE ARAÚJO,escola.63177@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE JOSÉ FRANCISCO GUIMARÃES,escola.63231@educacao.mg.gov.br,x,04/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE MESTRA HERCÍLIA,escola.63134@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE PROFESSOR RAUL REGINALDO,escola.63142@educacao.mg.gov.br,x,30/05/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE SAGRADA FAMÍLIA,escola.63193@educacao.mg.gov.br,x,08/06/2022,27/05/2022,
SÃO FRANCISCO,SÃO FRANCISCO,SRE JANUÁRIA,EE SEBASTIANA PEREIRA DA SILVA,escola.63398@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO FRANCISCO DE PAULA,DIVINÓPOLIS,SRE CAMPO BELO,EE CORONEL MÁRIO CAMPOS,escola.203564@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO FRANCISCO DE SALES,UBERABA,SRE UBERABA,EE SÃO FRANCISCO DE SALES,escola.159646@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO FRANCISCO DO GLÓRIA,MURIAÉ,SRE MURIAÉ,EE SANTO AGOSTINHO,escola.99431@educacao.mg.gov.br,x,19/05/2022,19/05/2022,
SÃO GERALDO,VIÇOSA,SRE UBÁ,EE ÁLVARO GIESTA,escola.181536@educacao.mg.gov.br,X,20/05/2022,,
SÃO GERALDO,VIÇOSA,SRE UBÁ,EE MINISTRO ALOÍSIO COSTA,escola.181579@educacao.mg.gov.br,X,20/05/2022,,
SÃO GERALDO,VIÇOSA,SRE UBÁ,EE PROFESSOR ORMINDO DE SOUZA LIMA,escola.181544@educacao.mg.gov.br,X,20/05/2022,,
SÃO GERALDO DA PIEDADE,GUANHÃES,SRE GOVERNADOR VALADARES,EE SEBASTIÃO GUALBERTO,escola.45225@educacao.mg.gov.br,,27/06/2022,,
SÃO GERALDO DO BAIXIO,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE SÃO GERALDO DO BAIXIO,escola.42960@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO GONÇALO DO ABAETÉ,PATOS DE MINAS,SRE PATOS DE MINAS,EE ZICO MENDONÇA,escola.119504@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO GONÇALO DO PARÁ,DIVINÓPOLIS,SRE DIVINÓPOLIS,CESEC MAESTRO CARLOS RIBEIRO DA SILVA,escola.311871@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO GONÇALO DO PARÁ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE BENEDITO VALADARES,escola.35637@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO GONÇALO DO RIO ABAIXO,GUANHÃES,SRE NOVA ERA,EE DESEMBARGADOR MOREIRA SANTOS,escola.104051@educacao.mg.gov.br,x,25/05/2022,,
SÃO GONÇALO DO RIO PRETO,DIAMANTINA,SRE DIAMANTINA,EE DOM JOÃO ANTÔNIO DOS SANTOS,escola.24023@educacao.mg.gov.br,,20/05/2022,20/05/2022,
SÃO GONÇALO DO SAPUCAÍ,POUSO ALEGRE,SRE VARGINHA,EE BÁRBARA HELIODORA,escola.174033@educacao.mg.gov.br,X,23/05/2022,20/05/2022,
SÃO GONÇALO DO SAPUCAÍ,POUSO ALEGRE,SRE VARGINHA,EE DOUTOR JOÃO PINHEIRO,escola.174025@educacao.mg.gov.br,X,25/05/2022,20/05/2022,
SÃO GONÇALO DO SAPUCAÍ,POUSO ALEGRE,SRE VARGINHA,EE ESPERANÇA,escola.174106@educacao.mg.gov.br,X,20/05/2022,20/05/2022,
SÃO GONÇALO DO SAPUCAÍ,POUSO ALEGRE,SRE VARGINHA,EE MINISTRO LUCIO DE MENDONÇA,escola.174084@educacao.mg.gov.br,X,20/05/2022,20/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,CESEC MARIA COELI FRANCO,escola.119601@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,EE CONSELHEIRO AFONSO PENA,escola.318531@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,EE CORONEL HERMENEGILDO LADEIRA,escola.119628@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,EE CORONEL OSCAR PRADOS,escola.119539@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,EE JOSÉ CAETANO RIBEIRO,escola.119598@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,EE PADRE SINFRÔNIO BAHIA,escola.119571@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO GOTARDO,PATOS DE MINAS,SRE PATOS DE MINAS,EE SÃO PIO X,escola.119563@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SÃO JOÃO BATISTA DO GLÓRIA,PASSOS,SRE PASSOS,EE JOSÉ SEVERIANO FILHO,escola.115762@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SÃO JOÃO DA LAGOA,MONTES CLAROS,SRE MONTES CLAROS,EE CRISTINO ALVES DE JESUS,escola.79979@educacao.mg.gov.br,,18/05/2022,30/11/2021,
SÃO JOÃO DA MATA,ALFENAS,SRE POUSO ALEGRE,EE CÔNEGO PAULO MONTEIRO,escola.56642@educacao.mg.gov.br,x,,,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE CORONEL SIMÃO CAMPOS,escola.82619@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE DE ENSINO MÉDIO,escola.346160@educacao.mg.gov.br,x,19/05/2022,19/05/2022,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE DE ENSINO MÉDIO,escola.353850@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE LIODORA MARIA DA CONCEIÇÃO,escola.356735@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE MARIA BELTRÃO DE ALMEIDA,escola.82686@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE PADRE RAFAEL,escola.82627@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE PROFESSORA FILOMENA FIALHO,escola.82635@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DA PONTE,JANUÁRIA,SRE MONTES CLAROS,EE PROFESSORA MARIA EDUARDA VERSIANE MAIA,escola.82660@educacao.mg.gov.br,,,26/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE ALINE DIAS NEVES,escola.338761@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL,escola.369837@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE ELIAZAR JOSÉ RODRIGUES,escola.62316@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA BUKIMUJU,escola.269875@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA BUKINUK,escola.322571@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA DE EDUCAÇÃO INFANTIL ENSINO FUNDAMENTAL E ENSINO MÉDIO,escola.356786@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA DE EDUCAÇÃO INFANTIL ENSINO FUNDAMENTAL E ENSINO MÉDIO,escola.361461@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA KUHINAN XACRIABÁ,escola.319058@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA MAMBUKA,escola.338753@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA OAYTOMORIM,escola.338770@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA UIKITU KUHINÃ,escola.338745@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DAS MISSÕES,JANUÁRIA,SRE JANUÁRIA,EE INDÍGENA XUKURANK,escola.297518@educacao.mg.gov.br,,,25/11/2021,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,CESEC PROFESSOR JOSÉ AMÉRICO DA COSTA,escola.134759@educacao.mg.gov.br,X,23/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,COLÉGIO TIRADENTES PMMG - UNIDADE SÃO JOÃO DEL REI,escola.368148@educacao.mg.gov.br,X,23/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,CONSERVATÓRIO ESTADUAL MÚSICA PADRE JOSÉ MARIA XAVIER,escola.134732@educacao.mg.gov.br,X,18/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE AURELIANO PIMENTEL,escola.134571@educacao.mg.gov.br,X,17/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE BRIGHENTI CESARE,escola.134546@educacao.mg.gov.br,X,18/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE CÔNEGO OSVALDO LUSTOSA,escola.134562@educacao.mg.gov.br,x,20/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE DEPUTADO MATEUS SALOMÉ,escola.134597@educacao.mg.gov.br,x,20/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE DETETIVE MARCO ANTONIO DE SOUZA,escola.338885@educacao.mg.gov.br,x,24/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE DOUTOR GARCIA DE LIMA,escola.134619@educacao.mg.gov.br,x,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE EVANDRO ÁVILA,escola.134791@educacao.mg.gov.br,X,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE GOVERNADOR MILTON CAMPOS,escola.134635@educacao.mg.gov.br,x,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE IDALINA HORTA GALVÃO,escola.134643@educacao.mg.gov.br,X,20/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE INÁCIO PASSOS,escola.134651@educacao.mg.gov.br,x,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE JOÃO DOS SANTOS,escola.134660@educacao.mg.gov.br,X,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE MINISTRO GABRIEL PASSOS,escola.134694@educacao.mg.gov.br,X,24/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE PADRE LOPES,escola.134805@educacao.mg.gov.br,x,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE PROFESSOR IAGO PIMENTEL,escola.134716@educacao.mg.gov.br,x,19/05/2022,13/05/2022,
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE TOMÉ PORTES DEL REI,escola.134724@educacao.mg.gov.br,x,19/05/2022,13/05/2022,
SÃO JOÃO DO MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE AMÉLIA GOMES,escola.75299@educacao.mg.gov.br,X,,,
SÃO JOÃO DO MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE PROFESSOR JUVENTINO NUNES,escola.75281@educacao.mg.gov.br,X,,,
SÃO JOÃO DO MANTENINHA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE PROFESSOR JOSÉ JÓRIO,escola.44555@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOÃO DO MANTENINHA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE PROFESSORA NILCE DIAS DOS SANTOS PACHECO,escola.44334@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOÃO DO ORIENTE,IPATINGA,SRE CARATINGA,EE PADRE FRANCISCO WEBER,escola.20851@educacao.mg.gov.br,X,19/05/2022,18/05/2022,
SÃO JOÃO DO ORIENTE,IPATINGA,SRE CARATINGA,EE PROFESSORA MARIA JÚLIA NUNES DE OLIVEIRA,escola.20842@educacao.mg.gov.br,X,municipalizada,,
SÃO JOÃO DO ORIENTE,IPATINGA,SRE CARATINGA,EE VITALINO DE OLIVEIRA RUELA,escola.20869@educacao.mg.gov.br,X,18/05/2022,18/05/2022,
SÃO JOÃO DO PACUÍ,SÃO FRANCISCO,SRE MONTES CLAROS,EE JESUZINHA ARAÚJO MAGALHÃES,escola.79987@educacao.mg.gov.br,x,27/05/2022,24/05/2022,
SÃO JOÃO DO PACUÍ,SÃO FRANCISCO,SRE MONTES CLAROS,EE MESTRE BRAGA,escola.79910@educacao.mg.gov.br,x,27/05/2022,25/052022,
SÃO JOÃO DO PARAÍSO,SALINAS,SRE MONTES CLAROS,EE DIVANE ROCHA DE SÁ,escola.254321@educacao.mg.gov.br,x,06/06/2022,06/06/2022,
SÃO JOÃO DO PARAÍSO,SALINAS,SRE MONTES CLAROS,EE MÁRIO COELHO,escola.319074@educacao.mg.gov.br,x,06/06/2022,06/06/2022,
SÃO JOÃO DO PARAÍSO,SALINAS,SRE MONTES CLAROS,EE MENDES DE OLIVEIRA,escola.82732@educacao.mg.gov.br,,06/06/2022,06/06/2022,
SÃO JOÃO DO PARAÍSO,SALINAS,SRE MONTES CLAROS,EE PROFESSORA DORA BARBOSA,escola.82716@educacao.mg.gov.br,x,06/06/2022,06/06/2022,
SÃO JOÃO DO PARAÍSO,SALINAS,SRE MONTES CLAROS,EE SANTO ANTÔNIO,escola.246255@educacao.mg.gov.br,x,06/06/2022,06/06/2022,
SÃO JOÃO DO PARAÍSO,SALINAS,SRE MONTES CLAROS,EE SÃO TIAGO,escola.254312@educacao.mg.gov.br,x,06/06/2022,06/06/2022,
SÃO JOÃO EVANGELISTA,GUANHÃES,SRE GUANHÃES,EE CARMELA DUTRA,escola.45349@educacao.mg.gov.br,x,26/05/2022,,
SÃO JOÃO EVANGELISTA,GUANHÃES,SRE GUANHÃES,EE DR LÚCIO VIEIRA DA SILVA,escola.45241@educacao.mg.gov.br,x,26/05/2022,,
SÃO JOÃO EVANGELISTA,GUANHÃES,SRE GUANHÃES,EE JOSEFINA PIMENTA,escola.45284@educacao.mg.gov.br,x,26/05/2022,,
SÃO JOÃO EVANGELISTA,GUANHÃES,SRE GUANHÃES,EE MAJOR LERMINO PIMENTA,escola.45331@educacao.mg.gov.br,x,26/05/2022,,
SÃO JOÃO EVANGELISTA,GUANHÃES,SRE GUANHÃES,EE MONSENHOR PINHEIRO,escola.45292@educacao.mg.gov.br,x,26/05/2022,,
SÃO JOÃO NEPOMUCENO,CATAGUASES,SRE JUIZ DE FORA,EE DR FRANCISCO ZAGARI,escola.70238@educacao.mg.gov.br,X,25/05/2022,23/05/2022,
SÃO JOÃO NEPOMUCENO,CATAGUASES,SRE JUIZ DE FORA,EE OSWALDO CRUZ,escola.70149@educacao.mg.gov.br,X,25/05/2022,23/05/2022,
SÃO JOÃO NEPOMUCENO,CATAGUASES,SRE JUIZ DE FORA,EE PROFESSOR GABRIEL ARCANJO MENDONÇA,escola.70157@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
SÃO JOAQUIM DE BICAS,BELO HORIZONTE,SRE METROPOLITANA B,EE ANTÔNIO RIBEIRO DA SILVA,escola.326798@educacao.mg.gov.br,x,31/05/2022,25/05/2022,
SÃO JOAQUIM DE BICAS,BELO HORIZONTE,SRE METROPOLITANA B,EE NOSSA SENHORA DA PAZ,escola.9270@educacao.mg.gov.br,x,31/05/2022,25/05/2022,
SÃO JOAQUIM DE BICAS,BELO HORIZONTE,SRE METROPOLITANA B,EE PADRE CARLOS ROBERTO MARQUES,escola.309842@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SÃO JOAQUIM DE BICAS,BELO HORIZONTE,SRE METROPOLITANA B,EE PATROCÍNIA CÂNDIDA DE OLIVEIRA,escola.231291@educacao.mg.gov.br,x,31/05/2022,25/05/2022,
SÃO JOAQUIM DE BICAS,BELO HORIZONTE,SRE METROPOLITANA B,EE PROFESSORA GERALDA EUGÊNIA DA SILVA,escola.9288@educacao.mg.gov.br,x,30/05/2022,25/05/2022,
SÃO JOSÉ DA BARRA,PASSOS,SRE PASSOS,EE DE FURNAS,escola.114901@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SÃO JOSÉ DA BARRA,PASSOS,SRE PASSOS,EE DOUTOR JUSCELINO KUBITSCHEK,escola.114910@educacao.mg.gov.br,x,,,
SÃO JOSÉ DA LAPA,SETE LAGOAS,SRE METROPOLITANA C,EE BEATRIZ MARIA DE JESUS,escola.224103@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOSÉ DA LAPA,SETE LAGOAS,SRE METROPOLITANA C,EE JOSÉ ELIAS ISSA,escola.11096@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOSÉ DA SAFIRA,CAPELINHA,SRE GOVERNADOR VALADARES,EE BOM JESUS DO ROSENDO,escola.45357@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOSÉ DA SAFIRA,CAPELINHA,SRE GOVERNADOR VALADARES,EE FERNÃO DIAS,escola.45365@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOSÉ DA VARGINHA,SETE LAGOAS,SRE PARÁ DE MINAS,EE DONA ANTÔNIA VALADARES,escola.35653@educacao.mg.gov.br,x,10/06/2022,,
SÃO JOSÉ DO ALEGRE,POUSO ALEGRE,SRE ITAJUBÁ,EE MARIA LINA DE JESUS,escola.56669@educacao.mg.gov.br,x,17/05/2022,17/05/2022,
SÃO JOSÉ DO DIVINO,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE TRANQUILINO DIAS BRITO,escola.147885@educacao.mg.gov.br,x,17/05/2022,,
SÃO JOSÉ DO GOIABAL,PONTE NOVA,SRE NOVA ERA,EE ROMEU PERDIGÃO,escola.104108@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO JOSÉ DO JACURI,CAPELINHA,SRE GUANHÃES,EE DE TABOLEIRO,escola.45420@educacao.mg.gov.br,X,06/06/2022,01/06/2022,
SÃO JOSÉ DO JACURI,CAPELINHA,SRE GUANHÃES,EE JOHN KENNEDY,escola.45390@educacao.mg.gov.br,X,02/06/2022,01/06/2022,
SÃO JOSÉ DO JACURI,CAPELINHA,SRE GUANHÃES,EE MARCÍLIO DIAS,escola.45403@educacao.mg.gov.br,X,,,
SÃO JOSÉ DO MANTIMENTO,MANHUAÇU,SRE MANHUAÇU,EE OROSIMBO GOMES DE MORAES,escola.75841@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,CESEC PROFESSORA NOÊMIA GOULART FERREIRA,escola.174203@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,EE DOUTOR HUMBERTO SANCHES,escola.174149@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,EE EURÍPEDES PRAZERES,escola.174157@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,EE PROFESSOR ANTÔNIO MAGALHÃES ALVES,escola.174190@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,EE PROFESSOR MÁRIO JUNQUEIRA FERRAZ,escola.174181@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,EE PROFESSOR TÚLIO BENTO,escola.356832@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO LOURENÇO,LAVRAS,SRE CAXAMBU,EE SÃO FRANCISCO DE ASSIS,escola.338710@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SÃO MIGUEL DO ANTA,VIÇOSA,SRE PONTE NOVA,EE JOSÉ DE ASSIS PINTO,escola.129551@educacao.mg.gov.br,X,23/05/2022,,
SÃO MIGUEL DO ANTA,VIÇOSA,SRE PONTE NOVA,EE PEDRO LESSA,escola.129585@educacao.mg.gov.br,X,23/05/2022,,
SÃO PEDRO DA UNIÃO,GUAXUPÉ,SRE SÃO SEBASTIÃO DO PARAÍSO,EE CORONEL JOÃO FERREIRA BARBOSA,escola.137847@educacao.mg.gov.br,x,16/05/2022,16/05/2022,
